Frame,LeftArmError,RightArmError,LeftLegError,RightLegError
1245,1.3784,2.8927,0.9566,2.0322
1246,1.3784,2.8939,0.9568,2.0325
1247,1.3784,2.8939,0.9568,2.0325
1248,1.3784,2.8939,0.9568,2.0325
1249,1.3784,2.8964,0.9570,2.0327
1250,1.3784,2.8964,0.9570,2.0327
1251,1.3784,2.8964,0.9570,2.0327
1252,1.3784,2.8992,0.9570,2.0328
1253,1.3784,2.8992,0.9570,2.0328
1254,1.3784,2.8992,0.9570,2.0328
1255,1.3783,2.9023,0.9570,2.0327
1256,1.3783,2.9023,0.9570,2.0327
1257,1.3783,2.9023,0.9570,2.0327
1258,1.3782,2.9055,0.9568,2.0326
1259,1.3782,2.9055,0.9568,2.0326
1260,1.3782,2.9055,0.9568,2.0326
1261,1.3782,2.9055,0.9568,2.0326
1262,1.3782,2.9081,0.9566,2.0325
1263,1.3782,2.9081,0.9566,2.0325
1264,1.3782,2.9081,0.9566,2.0325
1265,1.3781,2.9098,0.9565,2.0324
1266,1.3781,2.9098,0.9565,2.0324
1267,1.3781,2.9098,0.9565,2.0324
1268,1.3781,2.9098,0.9565,2.0324
1269,1.3781,2.9106,0.9563,2.0323
1270,1.3781,2.9106,0.9563,2.0323
1271,1.3781,2.9106,0.9563,2.0323
1272,1.3781,2.9104,0.9562,2.0322
1273,1.3781,2.9104,0.9562,2.0322
1274,1.3781,2.9104,0.9562,2.0322
1275,1.3781,2.9096,0.9562,2.0322
1276,1.3781,2.9096,0.9562,2.0322
1277,1.3781,2.9096,0.9562,2.0322
1278,1.3781,2.9084,0.9562,2.0322
1279,1.3781,2.9084,0.9562,2.0322
1280,1.3781,2.9084,0.9562,2.0322
1281,1.3781,2.9084,0.9562,2.0322
1282,1.3781,2.9071,0.9563,2.0322
1283,1.3781,2.9071,0.9563,2.0322
1284,1.3781,2.9071,0.9563,2.0322
1285,1.3781,2.9058,0.9563,2.0322
1286,1.3781,2.9058,0.9563,2.0322
1287,1.3781,2.9058,0.9563,2.0322
1288,1.3781,2.9058,0.9563,2.0322
1289,1.3782,2.9046,0.9564,2.0323
1290,1.3782,2.9046,0.9564,2.0323
1291,1.3782,2.9046,0.9564,2.0323
1292,1.3782,2.9038,0.9565,2.0323
1293,1.3782,2.9038,0.9565,2.0323
1294,1.3782,2.9038,0.9565,2.0323
1295,1.3782,2.9038,0.9565,2.0323
1296,1.3782,2.9033,0.9566,2.0323
1297,1.3782,2.9033,0.9566,2.0323
1298,1.3782,2.9033,0.9566,2.0323
1299,1.3782,2.9033,0.9566,2.0323
1300,1.3782,2.9031,0.9566,2.0324
1301,1.3782,2.9031,0.9566,2.0324
1302,1.3782,2.9031,0.9566,2.0324
1303,1.3782,2.9032,0.9566,2.0324
1304,1.3782,2.9032,0.9566,2.0324
1305,1.3782,2.9032,0.9566,2.0324
1306,1.3782,2.9032,0.9566,2.0324
1307,1.3782,2.9036,0.9566,2.0324
1308,1.3782,2.9036,0.9566,2.0324
1309,1.3782,2.9036,0.9566,2.0324
1310,1.3782,2.9041,0.9565,2.0323
1311,1.3782,2.9041,0.9565,2.0323
1312,1.3782,2.9041,0.9565,2.0323
1313,1.3782,2.9046,0.9565,2.0323
1314,1.3782,2.9046,0.9565,2.0323
1315,1.3782,2.9046,0.9565,2.0323
1316,1.3782,2.9046,0.9565,2.0323
1317,1.3782,2.9051,0.9565,2.0323
1318,1.3782,2.9051,0.9565,2.0323
1319,1.3782,2.9051,0.9565,2.0323
1320,1.3782,2.9054,0.9565,2.0323
1321,1.3782,2.9054,0.9565,2.0323
1322,1.3782,2.9054,0.9565,2.0323
1323,1.3782,2.9054,0.9565,2.0323
1324,1.3782,2.9057,0.9565,2.0323
1325,1.3782,2.9057,0.9565,2.0323
1326,1.3782,2.9057,0.9565,2.0323
1327,1.3782,2.9058,0.9564,2.0323
1328,1.3782,2.9058,0.9564,2.0323
1329,1.3782,2.9058,0.9564,2.0323
1330,1.3782,2.9058,0.9564,2.0323
1331,1.3782,2.9058,0.9565,2.0323
1332,1.3782,2.9058,0.9565,2.0323
1333,1.3782,2.9058,0.9565,2.0323
1334,1.3782,2.9056,0.9565,2.0323
1335,1.3782,2.9056,0.9565,2.0323
1336,1.3782,2.9056,0.9565,2.0323
1337,1.3782,2.9054,0.9565,2.0323
1338,1.3782,2.9054,0.9565,2.0323
1339,1.3782,2.9054,0.9565,2.0323
1340,1.3782,2.9054,0.9565,2.0323
1341,1.3782,2.9051,0.9565,2.0323
1342,1.3782,2.9051,0.9565,2.0323
1343,1.3782,2.9051,0.9565,2.0323
1344,1.3782,2.9048,0.9565,2.0323
1345,1.3782,2.9048,0.9565,2.0323
1346,1.3782,2.9048,0.9565,2.0323
1347,1.3782,2.9048,0.9565,2.0323
1348,1.3782,2.9046,0.9565,2.0323
1349,1.3782,2.9046,0.9565,2.0323
1350,1.3782,2.9046,0.9565,2.0323
1351,1.3782,2.9044,0.9565,2.0323
1352,1.3782,2.9044,0.9565,2.0323
1353,1.3782,2.9044,0.9565,2.0323
1354,1.3782,2.9044,0.9565,2.0323
1355,1.3782,2.9043,0.9565,2.0323
1356,1.3782,2.9043,0.9565,2.0323
1357,1.3782,2.9043,0.9565,2.0323
1358,1.3782,2.9043,0.9565,2.0323
1359,1.3782,2.9043,0.9565,2.0323
1360,1.3782,2.9043,0.9565,2.0323
1361,1.3782,2.9043,0.9565,2.0323
1362,1.3782,2.9043,0.9565,2.0323
1363,1.3782,2.9043,0.9565,2.0323
1364,1.3782,2.9043,0.9565,2.0323
1365,1.3782,2.9044,0.9565,2.0323
1366,1.3782,2.9044,0.9565,2.0323
1367,1.3782,2.9044,0.9565,2.0323
1368,1.3782,2.9044,0.9565,2.0323
1369,1.3782,2.9046,0.9565,2.0323
1370,1.3782,2.9046,0.9565,2.0323
1371,1.3782,2.9046,0.9565,2.0323
1372,1.3782,2.9047,0.9565,2.0323
1373,1.3782,2.9047,0.9565,2.0323
1374,1.3782,2.9047,0.9565,2.0323
1375,1.3782,2.9047,0.9565,2.0323
1376,1.3782,2.9048,0.9565,2.0323
1377,1.3782,2.9048,0.9565,2.0323
1378,1.3782,2.9048,0.9565,2.0323
1379,1.3782,2.9049,0.9565,2.0323
1380,1.3782,2.9049,0.9565,2.0323
1381,1.3782,2.9049,0.9565,2.0323
1382,1.3782,2.9049,0.9565,2.0323
1383,1.3782,2.9050,0.9565,2.0323
1384,1.3782,2.9050,0.9565,2.0323
1385,1.3782,2.9050,0.9565,2.0323
1386,1.3782,2.9050,0.9565,2.0323
1387,1.3782,2.9050,0.9565,2.0323
1388,1.3782,2.9050,0.9565,2.0323
1389,1.3782,2.9050,0.9565,2.0323
1390,1.3782,2.9050,0.9565,2.0323
1391,1.3782,2.9050,0.9565,2.0323
1392,1.3782,2.9050,0.9565,2.0323
1393,1.3782,2.9050,0.9565,2.0323
1394,1.3782,2.9049,0.9565,2.0323
1395,1.3782,2.9049,0.9565,2.0323
1396,1.3782,2.9049,0.9565,2.0323
1397,1.3782,2.9048,0.9565,2.0323
1398,1.3782,2.9048,0.9565,2.0323
1399,1.3782,2.9048,0.9565,2.0323
1400,1.3782,2.9048,0.9565,2.0323
1401,1.3782,2.9048,0.9565,2.0323
1402,1.3782,2.9048,0.9565,2.0323
1403,1.3782,2.9048,0.9565,2.0323
1404,1.3782,2.9047,0.9565,2.0323
1405,1.3782,2.9047,0.9565,2.0323
1406,1.3782,2.9047,0.9565,2.0323
1407,1.3782,2.9046,0.9565,2.0323
1408,1.3782,2.9046,0.9565,2.0323
1409,1.3782,2.9046,0.9565,2.0323
1410,1.3782,2.9046,0.9565,2.0323
1411,1.3782,2.9046,0.9565,2.0323
1412,1.3782,2.9046,0.9565,2.0323
1413,1.3782,2.9046,0.9565,2.0323
1414,1.3782,2.9045,0.9565,2.0323
1415,1.3782,2.9045,0.9565,2.0323
1416,1.3782,2.9045,0.9565,2.0323
1417,1.3782,2.9045,0.9565,2.0323
1418,1.3782,2.9045,0.9565,2.0323
1419,1.3782,2.9045,0.9565,2.0323
1420,1.3782,2.9045,0.9565,2.0323
1421,1.3782,2.9045,0.9565,2.0323
1422,1.3782,2.9045,0.9565,2.0323
1423,1.3782,2.9045,0.9565,2.0323
1424,1.3782,2.9045,0.9565,2.0323
1425,1.3782,2.9045,0.9565,2.0323
1426,1.3782,2.9045,0.9565,2.0323
1427,1.3782,2.9045,0.9565,2.0323
1428,1.3782,2.9046,0.9565,2.0323
1429,1.3782,2.9046,0.9565,2.0323
1430,1.3782,2.9046,0.9565,2.0323
1431,1.3782,2.9046,0.9565,2.0323
1432,1.3782,2.9046,0.9565,2.0323
1433,1.3782,2.9046,0.9565,2.0323
1434,1.3782,2.9046,0.9565,2.0323
1435,1.3782,2.9046,0.9565,2.0323
1436,1.3782,2.9046,0.9565,2.0323
1437,1.3782,2.9046,0.9565,2.0323
1438,1.3782,2.9046,0.9565,2.0323
1439,1.3782,2.9047,0.9565,2.0323
1440,1.3782,2.9047,0.9565,2.0323
1441,1.3782,2.9047,0.9565,2.0323
1442,1.3782,2.9047,0.9565,2.0323
1443,1.3782,2.9047,0.9565,2.0323
1444,1.3782,2.9047,0.9565,2.0323
1445,1.3782,2.9047,0.9565,2.0323
1446,1.3782,2.9047,0.9565,2.0323
1447,1.3782,2.9047,0.9565,2.0323
1448,1.3782,2.9047,0.9565,2.0323
1449,1.3782,2.9047,0.9565,2.0323
1450,1.3782,2.9047,0.9565,2.0323
1451,1.3782,2.9047,0.9565,2.0323
1452,1.3782,2.9047,0.9565,2.0323
1453,1.3782,2.9047,0.9565,2.0323
1454,1.3782,2.9047,0.9565,2.0323
1455,1.3782,2.9047,0.9565,2.0323
1456,1.3782,2.9046,0.9565,2.0323
1457,1.3782,2.9046,0.9565,2.0323
1458,1.3782,2.9046,0.9565,2.0323
1459,1.3782,2.9046,0.9565,2.0323
1460,1.3782,2.9046,0.9565,2.0323
1461,1.3782,2.9046,0.9565,2.0323
1462,1.3782,2.9046,0.9565,2.0323
1463,1.3782,2.9046,0.9565,2.0323
1464,1.3782,2.9046,0.9565,2.0323
1465,1.3782,2.9046,0.9565,2.0323
1466,1.3782,2.9046,0.9565,2.0323
1467,1.3782,2.9046,0.9565,2.0323
1468,1.3782,2.9046,0.9565,2.0323
1469,1.3782,2.9046,0.9565,2.0323
1470,1.3782,2.9046,0.9565,2.0323
1471,1.3782,2.9046,0.9565,2.0323
1472,1.3782,2.9046,0.9565,2.0323
1473,1.3782,2.9046,0.9565,2.0323
1474,1.3782,2.9046,0.9565,2.0323
1475,1.3782,2.9046,0.9565,2.0323
1476,1.3782,2.9046,0.9565,2.0323
1477,1.3782,2.9046,0.9565,2.0323
1478,1.3782,2.9046,0.9565,2.0323
1479,1.3782,2.9046,0.9565,2.0323
1480,1.3782,2.9046,0.9565,2.0323
1481,1.3782,2.9046,0.9565,2.0323
1482,1.3782,2.9046,0.9565,2.0323
1483,1.3782,2.9046,0.9565,2.0323
1484,1.3782,2.9046,0.9565,2.0323
1485,1.3782,2.9046,0.9565,2.0323
1486,1.3782,2.9046,0.9565,2.0323
1487,1.3782,2.9046,0.9565,2.0323
1488,1.3782,2.9046,0.9565,2.0323
1489,1.3782,2.9046,0.9565,2.0323
1490,1.3782,2.9046,0.9565,2.0323
1491,1.3782,2.9046,0.9565,2.0323
1492,1.3782,2.9046,0.9565,2.0323
1493,1.3782,2.9046,0.9565,2.0323
1494,1.3782,2.9046,0.9565,2.0323
1495,1.3782,2.9046,0.9565,2.0323
1496,1.3782,2.9046,0.9565,2.0323
1497,1.3782,2.9046,0.9565,2.0323
1498,1.3782,2.9046,0.9565,2.0323
1499,1.3782,2.9046,0.9565,2.0323
1500,1.3782,2.9046,0.9565,2.0323
1501,1.3782,2.9046,0.9565,2.0323
1502,1.3782,2.9046,0.9565,2.0323
1503,1.3782,2.9046,0.9565,2.0323
1504,1.3782,2.9046,0.9565,2.0323
1505,1.3782,2.9046,0.9565,2.0323
1506,1.3782,2.9046,0.9565,2.0323
1507,1.3782,2.9046,0.9565,2.0323
1508,1.3782,2.9046,0.9565,2.0323
1509,1.3782,2.9046,0.9565,2.0323
1510,1.3782,2.9046,0.9565,2.0323
1511,1.3782,2.9046,0.9565,2.0323
1512,1.3782,2.9046,0.9565,2.0323
1513,1.3782,2.9046,0.9565,2.0323
1514,1.3782,2.9046,0.9565,2.0323
1515,1.3782,2.9046,0.9565,2.0323
1516,1.3782,2.9046,0.9565,2.0323
1517,1.3782,2.9046,0.9565,2.0323
1518,1.3782,2.9046,0.9565,2.0323
1519,1.3782,2.9046,0.9565,2.0323
1520,1.3782,2.9046,0.9565,2.0323
1521,1.3782,2.9046,0.9565,2.0323
1522,1.3782,2.9046,0.9565,2.0323
1523,1.3782,2.9046,0.9565,2.0323
1524,1.3782,2.9046,0.9565,2.0323
1525,1.3782,2.9046,0.9565,2.0323
1526,1.3782,2.9046,0.9565,2.0323
1527,1.3782,2.9046,0.9565,2.0323
1528,1.3782,2.9046,0.9565,2.0323
1529,1.3782,2.9046,0.9565,2.0323
1530,1.3782,2.9046,0.9565,2.0323
1531,1.3782,2.9046,0.9565,2.0323
1532,1.3782,2.9046,0.9565,2.0323
1533,1.3782,2.9046,0.9565,2.0323
1534,1.3782,2.9046,0.9565,2.0323
1535,1.3782,2.9046,0.9565,2.0323
1536,1.3782,2.9046,0.9565,2.0323
1537,1.3782,2.9046,0.9565,2.0323
1538,1.3782,2.9047,0.9565,2.0323
1539,1.3782,2.9047,0.9565,2.0323
1540,1.3782,2.9047,0.9565,2.0323
1541,1.3782,2.9047,0.9565,2.0323
1542,1.3782,2.9047,0.9565,2.0323
1543,1.3782,2.9047,0.9565,2.0323
1544,1.3782,2.9047,0.9565,2.0323
1545,1.3782,2.9047,0.9565,2.0323
1546,1.3782,2.9047,0.9565,2.0323
1547,1.3782,2.9047,0.9565,2.0323
1548,1.3782,2.9047,0.9565,2.0323
1549,1.3782,2.9047,0.9565,2.0323
1550,1.3782,2.9047,0.9565,2.0323
1551,1.3782,2.9047,0.9565,2.0323
1552,1.3782,2.9047,0.9565,2.0323
1553,1.3782,2.9047,0.9565,2.0323
1554,1.3782,2.9047,0.9565,2.0323
1555,1.3782,2.9047,0.9565,2.0323
1556,1.3782,2.9047,0.9565,2.0323
1557,1.3782,2.9047,0.9565,2.0323
1558,1.3782,2.9047,0.9565,2.0323
1559,1.3782,2.9047,0.9565,2.0323
1560,1.3782,2.9047,0.9565,2.0323
1561,1.3782,2.9047,0.9565,2.0323
1562,1.3782,2.9047,0.9565,2.0323
1563,1.3782,2.9047,0.9565,2.0323
1564,1.3782,2.9047,0.9565,2.0323
1565,1.3782,2.9047,0.9565,2.0323
1566,1.3782,2.9047,0.9565,2.0323
1567,1.3782,2.9047,0.9565,2.0323
1568,1.3782,2.9047,0.9565,2.0323
1569,1.3782,2.9047,0.9565,2.0323
1570,1.3782,2.9047,0.9565,2.0323
1571,1.3782,2.9047,0.9565,2.0323
1572,1.3782,2.9047,0.9565,2.0323
1573,1.3782,2.9048,0.9565,2.0323
1574,1.3782,2.9048,0.9565,2.0323
1575,1.3782,2.9048,0.9565,2.0323
1576,1.3782,2.9048,0.9565,2.0323
1577,1.3782,2.9048,0.9565,2.0323
1578,1.3782,2.9048,0.9565,2.0323
1579,1.3782,2.9048,0.9565,2.0323
1580,1.3782,2.9048,0.9565,2.0323
1581,1.3782,2.9048,0.9565,2.0323
1582,1.3782,2.9048,0.9565,2.0323
1583,1.3782,2.9048,0.9565,2.0323
1584,1.3782,2.9048,0.9565,2.0323
1585,1.3782,2.9048,0.9565,2.0323
1586,1.3782,2.9048,0.9565,2.0323
1587,1.3782,2.9048,0.9565,2.0323
1588,1.3782,2.9048,0.9565,2.0323
1589,1.3782,2.9048,0.9565,2.0323
1590,1.3782,2.9048,0.9565,2.0323
1591,1.3782,2.9048,0.9565,2.0323
1592,1.3782,2.9048,0.9565,2.0323
1593,1.3782,2.9048,0.9565,2.0323
1594,1.3782,2.9048,0.9565,2.0323
1595,1.3782,2.9048,0.9565,2.0323
1596,1.3782,2.9048,0.9565,2.0323
1597,1.3782,2.9048,0.9565,2.0323
1598,1.3782,2.9048,0.9565,2.0323
1599,1.3782,2.9048,0.9565,2.0323
1600,1.3782,2.9048,0.9565,2.0323
1601,1.3782,2.9048,0.9565,2.0323
1602,1.3782,2.9048,0.9565,2.0323
1603,1.3782,2.9048,0.9565,2.0323
1604,1.3782,2.9048,0.9565,2.0323
1605,1.3782,2.9049,0.9565,2.0323
1606,1.3782,2.9049,0.9565,2.0323
1607,1.3782,2.9049,0.9565,2.0323
1608,1.3782,2.9049,0.9565,2.0323
1609,1.3782,2.9049,0.9565,2.0323
1610,1.3782,2.9049,0.9565,2.0323
1611,1.3782,2.9049,0.9565,2.0323
1612,1.3782,2.9049,0.9565,2.0323
1613,1.3782,2.9049,0.9565,2.0323
1614,1.3782,2.9049,0.9565,2.0323
1615,1.3782,2.9048,0.9565,2.0323
1616,1.3782,2.9048,0.9565,2.0323
1617,1.3782,2.9048,0.9565,2.0323
1618,1.3782,2.9048,0.9565,2.0323
1619,1.3782,2.9048,0.9565,2.0323
1620,1.3782,2.9048,0.9565,2.0323
1621,1.3782,2.9048,0.9565,2.0323
1622,1.3782,2.9048,0.9565,2.0323
1623,1.3782,2.9048,0.9565,2.0323
1624,1.3782,2.9048,0.9565,2.0323
1625,1.3782,2.9048,0.9565,2.0323
1626,1.3782,2.9048,0.9565,2.0323
1627,1.3782,2.9048,0.9565,2.0323
1628,1.3782,2.9048,0.9565,2.0323
1629,1.3782,2.9048,0.9565,2.0323
1630,1.3782,2.9048,0.9565,2.0323
1631,1.3782,2.9048,0.9565,2.0323
1632,1.3782,2.9048,0.9565,2.0323
1633,1.3782,2.9048,0.9565,2.0323
1634,1.3782,2.9048,0.9565,2.0323
1635,1.3782,2.9048,0.9565,2.0323
1636,1.3782,2.9048,0.9565,2.0323
1637,1.3782,2.9048,0.9565,2.0323
1638,1.3782,2.9048,0.9565,2.0323
1639,1.3782,2.9048,0.9565,2.0323

AverageLeftArm,0.7022
AverageRightArm,1.2269
AverageLeftLeg,0.5249
AverageRightLeg,0.9771
